p0,p1,p2,p3,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,time
1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,10921282
0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,10920807
0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,9853073
0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,10465587
0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,10940649
0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,10925133
1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,10256336
1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,10933529
1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,9563523
1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,10927827
1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,10931063
0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,9575562
0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,10935273
0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,10940474
0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,10922199
0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,10891994
1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,10925759
1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,10925365
1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,10927563
1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,9575115
1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,10926146
0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,10922117
0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,10921044
0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,10933879
0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,10922838
0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,10927139
1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,10928370
1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,9571031
1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,10914916
1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,9991672
1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,9567839
0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,10924564
0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,10922507
0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,10926442
0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,10927870
0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,10926061
1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,9563980
1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,10921835
1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,10923175
1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,10350361
1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,10922650
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,10924804
0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,9574670
0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,10931194
0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,10924294
0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,10931347
1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,10932575
1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,10922855
1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,9577040
1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,9567564
1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,9576482
0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,10927002
0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,10946268
0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,10921096
0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,10920963
0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,10920141
1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,10925087
1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,9577540
1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,10922537
1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,10932160
1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,10923187
0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,10926262
0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,10924901
0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,10928480
0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,10932680
0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,9576364
1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,10925928
1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,9573340
1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,10846024
1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,10921688
1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,10919920
0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,10916510
0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,10923237
0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,9574161
0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,10929008
0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,9576123
1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,10925976
1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,10919791
1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,10927331
1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,10922777
1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,10926425
0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,10944770
0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,10922956
0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,10925522
0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,10929014
0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,9578768
1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,10926731
1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,10929900
1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,10937119
1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,10927876
1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,10921442
0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,10929615
0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,10935876
0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,10921096
0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,9571415
0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,10914615
1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,10923148
1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,10924970
1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,10922069
1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,10927328
1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,10920350
0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,10911042
0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,10922059
0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,10923649
0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,10931188
0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,10918252
1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,10922958
1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,9579864
1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,10925935
1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,10901092
1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,10230998
0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,10918442
0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,10928699
0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,10917808
0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,10917596
0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,10933499
1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,10925101
1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,10908948
1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,10929659
1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,9572378
1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,10926841
0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10925818
0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,10928447
0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,10211428
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,10932170
0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,10033414
1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,10919691
1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,10927184
1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,9561917
1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,10921547
1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,10927622
0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,10924953
0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,10921634
0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,10935071
0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,10924631
0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,10927968
1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,10925555
1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,10935242
1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,10922133
1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,10917124
1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,10932491
0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,10926826
0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,9574349
0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,10922983
0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,9581110
0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,10916230
1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,10926144
1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,10925161
1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,10923134
1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,10404141
1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,10931699
0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,9570107
0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,10937441
0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,10930943
0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,10942423
0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,10921421
1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,10924364
1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,10930769
1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,10922574
1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,10733072
1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,9577332
0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,10940803
0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,10921224
0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,9554563
0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,10921884
0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,10925371
1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,10915799
1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,10922865
1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,9570476
1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,10927221
1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,10912395
0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,9574219
0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,10918598
0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,10923839
0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,10916458
0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,10929516
1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,10928143
1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,10926373
1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,10936082
1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,10925326
1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,10924111
0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,10937648
0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,10910237
0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,10928024
0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,10932074
0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,10923214
1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,10936871
1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,10918907
1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,9559430
1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,10920577
1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,9792064
0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,10926773
0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,9883339
0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,10928475
0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,9574014
0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,10940066
1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,10923191
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,10918551
1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,10929075
1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,10556751
1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,10919223
0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,10926194
0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,10906859
0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,10917052
0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,10926085
0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,10918200
1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,10228421
1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,10118567
1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,10256838
1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,9940038
1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,10954675
0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,10929050
0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,9528238
0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,9659099
0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,10742185
0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,9696438
1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,10067523
1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,11273733
1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,10986736
1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,9630297
1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,9549250
0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,11313412
0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,11356213
0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,11361760
0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,9645823
0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,9646427
1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,9681752
1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,9586121
1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,9577658
1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,10999023
1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,11357008
0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,11000556
0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,9592156
0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,11299701
0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,11327520
0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11329359
1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,11323051
1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,10556387
1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,11064818
1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,11248767
1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,11258192
0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,11280065
0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,11353870
0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,11230346
0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,11363014
0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,11355967
1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,11350238
1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,11361103
1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,11356679
1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,9574805
1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,9553643
0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,9553909
0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,9551037
0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,11362102
0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,11366565
0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,9517793
1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,9518413
1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,11351567
1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,9518388
1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,9588718
1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,11349468
0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,9769570
0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,11313871
0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,11298236
0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,9518645
0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,11362448
1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,9551113
1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,11358438
1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,9611433
1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,11360096
1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,11129897
0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,9585708
0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,9734315
0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,9553364
0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,11318760
0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,9533355
1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,11343796
1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,11308142
1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,11284816
1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,11334404
1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,10196439
0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,9549967
0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,11352095
0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,11369329
0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,9536829
0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,11361054
1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,11363021
1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,11363585
1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,11366046
1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,11336107
1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,9516451
0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,11364453
0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,11361514
0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,11349131
0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,11346165
0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,11361922
1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,11354564
1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,11362553
1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,11360801
1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,11363752
1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,11294347
0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,11323075
0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,11338385
0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,9517707
0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,10083551
0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,11051411
1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,9515702
1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,9559409
1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,10036550
1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,11336315
1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,11338329
0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,11339814
0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,11330528
0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,11280679
0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,11201970
0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,11264845
1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,11244153
1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,11315933
1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,11318733
1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,11329844
1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,11320634
0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,11328731
0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,11329705
0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,11280808
0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,11316479
0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,11331011
1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,11331133
1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,11329253
1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,10746799
1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,11330102
1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,11191782
0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,11172357
0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,11314562
0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,11329896
0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,11328779
0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,11326249
1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,11326155
1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,11331399
1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,11317618
1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,11326339
1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,11326956
0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,11324512
0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,11327386
0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,11330519
0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,11335141
0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,11350083
1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,11364364
1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,11041796
1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,11036307
1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,11039086
1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,11040023
0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,11081879
0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,11063138
0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,11218538
0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,11132022
0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,11334496
1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,11331666
1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,11331254
1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,11333823
1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,11329455
1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,11326391
0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,11240736
0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,11322902
0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,11342773
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,11336943
0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,9626731
1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,9553040
1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,9545236
1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,11315254
1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,11331279
1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,11332750
0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,11335144
0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,11297329
0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,9585676
0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,11330741
0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,11329303
1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,10996903
1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,11045980
1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,11047426
1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,11166353
1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,11352698
0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,9536126
0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,11361341
0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,11361954
0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,10990368
0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,11055637
1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,11045487
1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,11041778
1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,11056449
1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,11069720
1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,11217849
0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,11353100
0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,11371264
0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,9713588
0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,9576177
0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,9575786
1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,11295923
1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9591506
1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,11359021
1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,11367829
1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,11366677
0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,11317900
0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,9594481
0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,9532256
0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,9548738
0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,9572774
1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,11342690
1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,11320691
1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,11333190
1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,11271433
